Date/Time,Electricity:Facility [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Total:Electricity(kW)
 01/09  06:00:00,0.956986341,0.383102012,0.383102012,0.383102012,0.067338672,0.014671381,0.075981488,0.398780788,2.663064706
 01/09  07:00:00,1.173748419,0.377503246,0.377503246,0.377503246,0.154878975,0.033744183,0.129758031,0.460751986,3.085391332
 01/09  08:00:00,1.485359196,0.370810498,0.370810498,0.370810498,0.316491771,0.068955493,0.207405929,0.489583505,3.680227388
 01/09  09:00:00,1.448950696,0.380188209,0.380188209,0.380188209,0.303024045,0.066021219,0.268690649,0.413914574,3.64116581
 01/09  10:00:00,1.27157635,0.383532923,0.383532923,0.383532923,0.154878975,0.033744183,0.330033496,0.352274774,3.293106547
 01/09  11:00:00,1.263736767,0.385369399,0.385369399,0.385369399,0.127943439,0.027875616,0.34487662,0.360559693,3.281100332
 01/09  12:00:00,1.335019826,0.440298887,0.440298887,0.440298887,0.127943439,0.027875616,0.361119726,0.360670159,3.533525427
 01/09  13:00:00,1.260322167,0.380950587,0.380950587,0.380950587,0.127943439,0.027875616,0.351845974,0.354594551,3.265433508
 01/09  14:00:00,1.222661932,0.365026862,0.365026862,0.365026862,0.127943439,0.027875616,0.317847783,0.366856232,3.158265588
 01/09  15:00:00,1.218415469,0.357127894,0.357127894,0.357127894,0.134677344,0.029342762,0.292642171,0.387513298,3.133974726
 01/09  16:00:00,1.287796393,0.353741531,0.353741531,0.353741531,0.168346701,0.036678457,0.302863616,0.409054088,3.265963848
 01/09  17:00:00,1.549232905,0.350118655,0.350118655,0.350118655,0.282822414,0.061619798,0.353720743,0.483839294,3.781591119
 01/09  18:00:00,2.099297172,0.409649395,0.409649395,0.409649395,0.52524165,0.114436773,0.445069937,0.587787417,5.000781134
 01/09  19:00:00,2.386895979,0.352023913,0.352023913,0.352023913,0.781128612,0.170188022,0.398283704,0.638159727,5.430727783
 01/09  20:00:00,2.34305627,0.34316836,0.34316836,0.34316836,0.828265695,0.180457992,0.315345897,0.658706327,5.355337261
 01/09  21:00:00,2.186008024,0.342362708,0.342362708,0.342362708,0.713789982,0.155516632,0.275874928,0.681351773,5.039629463
 01/09  22:00:00,2.02524809,0.354459602,0.354459602,0.354459602,0.599314185,0.130575291,0.258342283,0.665444728,4.742303383
 01/09  23:00:00,1.709116202,0.360798843,0.360798843,0.360798843,0.451169115,0.098298255,0.205880856,0.575857133,4.12271809
 01/09  24:00:00,1.396474568,0.36578644,0.36578644,0.36578644,0.309757866,0.067488347,0.135920782,0.500409133,3.507410016
 01/10  01:00:00,1.102159395,0.387939472,0.387939472,0.387939472,0.161612796,0.035211311,0.086369242,0.413914574,2.963085734
 01/10  02:00:00,0.972009968,0.386738815,0.386738815,0.386738815,0.094274166,0.020539939,0.072238755,0.381106294,2.700385567
 01/10  03:00:00,0.939338655,0.403813677,0.403813677,0.403813677,0.067338672,0.014671381,0.059715255,0.37668767,2.669192664
 01/10  04:00:00,0.92897929,0.405860889,0.405860889,0.405860889,0.067338672,0.014671381,0.052611026,0.371385321,2.652568357
 01/10  05:00:00,0.93289786,0.413267907,0.413267907,0.413267907,0.067338672,0.014671381,0.063151709,0.357356191,2.675219534
 01/10  06:00:00,0.987977275,0.414092945,0.414092945,0.414092945,0.067338672,0.014671381,0.075981488,0.398780788,2.787028439
 01/10  07:00:00,1.20499584,0.408750667,0.408750667,0.408750667,0.154878975,0.033744183,0.129758031,0.460751986,3.210381016
 01/10  08:00:00,1.518960594,0.404411896,0.404411896,0.404411896,0.316491771,0.068955493,0.207405929,0.489583505,3.81463298
 01/10  09:00:00,1.461857582,0.393095094,0.393095094,0.393095094,0.303024045,0.066021219,0.268690649,0.413914574,3.692793351
 01/10  10:00:00,1.280807363,0.392763936,0.392763936,0.392763936,0.154878975,0.033744183,0.330033496,0.352274774,3.330030599
 01/10  11:00:00,1.32275274,0.444385372,0.444385372,0.444385372,0.127943439,0.027875616,0.34487662,0.360559693,3.517164224
 01/10  12:00:00,1.285043085,0.390322145,0.390322145,0.390322145,0.127943439,0.027875616,0.361119726,0.360670159,3.33361846
 01/10  13:00:00,1.247255988,0.367884408,0.367884408,0.367884408,0.127943439,0.027875616,0.351845974,0.354594551,3.213168792
 01/10  14:00:00,1.208485564,0.350850494,0.350850494,0.350850494,0.127943439,0.027875616,0.317847783,0.366856232,3.101560116
 01/10  15:00:00,1.204589142,0.343301567,0.343301567,0.343301567,0.134677344,0.029342762,0.292642171,0.387513298,3.078669418
 01/10  16:00:00,1.285547667,0.351492805,0.351492805,0.351492805,0.168346701,0.036678457,0.302863616,0.409054088,3.256968944
 01/10  17:00:00,1.567291551,0.368177301,0.368177301,0.368177301,0.282822414,0.061619798,0.353720743,0.483839294,3.853825703
 01/10  18:00:00,2.11912277,0.429474992,0.429474992,0.429474992,0.52524165,0.114436773,0.445069937,0.587787417,5.080083523
 01/10  19:00:00,2.412191708,0.377319642,0.377319642,0.377319642,0.781128612,0.170188022,0.398283704,0.638159727,5.531910699
 01/10  20:00:00,2.369093432,0.369205521,0.369205521,0.369205521,0.828265695,0.180457992,0.315345897,0.658706327,5.459485906
 01/10  21:00:00,2.208520233,0.364874917,0.364874917,0.364874917,0.713789982,0.155516632,0.275874928,0.681351773,5.129678299
 01/10  22:00:00,2.034561016,0.363772529,0.363772529,0.363772529,0.599314185,0.130575291,0.258342283,0.665444728,4.77955509
 01/10  23:00:00,1.717577599,0.36926024,0.36926024,0.36926024,0.451169115,0.098298255,0.205880856,0.575857133,4.156563678
 01/10  24:00:00,1.418479751,0.387791623,0.387791623,0.387791623,0.309757866,0.067488347,0.135920782,0.500409133,3.595430748
 01/11  01:00:00,1.10746344,0.393243517,0.393243517,0.393243517,0.161612796,0.035211311,0.086369242,0.413914574,2.984301914
 01/11  02:00:00,0.979656599,0.394385446,0.394385446,0.394385446,0.094274166,0.020539939,0.072238755,0.381106294,2.730972091
 01/11  03:00:00,0.931469466,0.395944488,0.395944488,0.395944488,0.067338672,0.014671381,0.059715255,0.37668767,2.637715908
 01/11  04:00:00,0.930749744,0.407631343,0.407631343,0.407631343,0.067338672,0.014671381,0.052611026,0.371385321,2.659650173
 01/11  05:00:00,0.934031745,0.414401792,0.414401792,0.414401792,0.067338672,0.014671381,0.063151709,0.357356191,2.679755074
 01/11  06:00:00,0.989485589,0.415601259,0.415601259,0.415601259,0.067338672,0.014671381,0.075981488,0.398780788,2.793061695
 01/11  07:00:00,1.24400816,0.447762986,0.447762986,0.447762986,0.154878975,0.033744183,0.129758031,0.460751986,3.366430293
 01/11  08:00:00,1.542662271,0.428113572,0.428113572,0.428113572,0.316491771,0.068955493,0.207405929,0.489583505,3.909439685
 01/11  09:00:00,1.493224769,0.424462282,0.424462282,0.424462282,0.303024045,0.066021219,0.268690649,0.413914574,3.818262102
 01/11  10:00:00,1.31236795,0.424324523,0.424324523,0.424324523,0.154878975,0.033744183,0.330033496,0.352274774,3.456272947
 01/11  11:00:00,1.348397962,0.470030594,0.470030594,0.470030594,0.127943439,0.027875616,0.34487662,0.360559693,3.619745112
 01/11  12:00:00,1.304177702,0.409456762,0.409456762,0.409456762,0.127943439,0.027875616,0.361119726,0.360670159,3.410156928
 01/11  13:00:00,1.265639458,0.386267878,0.386267878,0.386267878,0.127943439,0.027875616,0.351845974,0.354594551,3.286702672
 01/11  14:00:00,1.237879552,0.380244482,0.380244482,0.380244482,0.127943439,0.027875616,0.317847783,0.366856232,3.219136068
 01/11  15:00:00,1.233128442,0.371840867,0.371840867,0.371840867,0.134677344,0.029342762,0.292642171,0.387513298,3.192826618
 01/11  16:00:00,1.307790282,0.37373542,0.37373542,0.37373542,0.168346701,0.036678457,0.302863616,0.409054088,3.345939404
 01/11  17:00:00,1.565563008,0.366448758,0.366448758,0.366448758,0.282822414,0.061619798,0.353720743,0.483839294,3.846911531
 01/11  18:00:00,2.111853856,0.422206079,0.422206079,0.422206079,0.52524165,0.114436773,0.445069937,0.587787417,5.05100787
 01/11  19:00:00,2.405463354,0.370591288,0.370591288,0.370591288,0.781128612,0.170188022,0.398283704,0.638159727,5.504997283
 01/11  20:00:00,2.362748121,0.36286021,0.36286021,0.36286021,0.828265695,0.180457992,0.315345897,0.658706327,5.434104662
 01/11  21:00:00,2.208051575,0.36440626,0.36440626,0.36440626,0.713789982,0.155516632,0.275874928,0.681351773,5.12780367
 01/11  22:00:00,2.025813817,0.355025329,0.355025329,0.355025329,0.599314185,0.130575291,0.258342283,0.665444728,4.744566291
 01/11  23:00:00,1.70639819,0.35808083,0.35808083,0.35808083,0.451169115,0.098298255,0.205880856,0.575857133,4.111846039
 01/11  24:00:00,1.399374115,0.368685987,0.368685987,0.368685987,0.309757866,0.067488347,0.135920782,0.500409133,3.519008204
 01/12  01:00:00,1.090536424,0.376316502,0.376316502,0.376316502,0.161612796,0.035211311,0.086369242,0.413914574,2.916593853
 01/12  02:00:00,0.967986037,0.382714883,0.382714883,0.382714883,0.094274166,0.020539939,0.072238755,0.381106294,2.68428984
 01/12  03:00:00,0.921928315,0.386403337,0.386403337,0.386403337,0.067338672,0.014671381,0.059715255,0.37668767,2.599551304
 01/12  04:00:00,0.913233718,0.390115318,0.390115318,0.390115318,0.067338672,0.014671381,0.052611026,0.371385321,2.589586072
 01/12  05:00:00,0.911656125,0.392026172,0.392026172,0.392026172,0.067338672,0.014671381,0.063151709,0.357356191,2.590252594
 01/12  06:00:00,0.969392314,0.395507985,0.395507985,0.395507985,0.067338672,0.014671381,0.075981488,0.398780788,2.712688598
 01/12  07:00:00,1.18279583,0.386550656,0.386550656,0.386550656,0.154878975,0.033744183,0.129758031,0.460751986,3.121580973
 01/12  08:00:00,1.523210885,0.408662186,0.408662186,0.408662186,0.316491771,0.068955493,0.207405929,0.489583505,3.831634141
 01/12  09:00:00,1.458993201,0.390230714,0.390230714,0.390230714,0.303024045,0.066021219,0.268690649,0.413914574,3.68133583
 01/12  10:00:00,1.281735444,0.393692017,0.393692017,0.393692017,0.154878975,0.033744183,0.330033496,0.352274774,3.333742923
 01/12  11:00:00,1.269500885,0.391133517,0.391133517,0.391133517,0.127943439,0.027875616,0.34487662,0.360559693,3.304156804
 01/12  12:00:00,1.27192358,0.37720264,0.37720264,0.37720264,0.127943439,0.027875616,0.361119726,0.360670159,3.28114044
 01/12  13:00:00,1.232433636,0.353062056,0.353062056,0.353062056,0.127943439,0.027875616,0.351845974,0.354594551,3.153879384
 01/12  14:00:00,1.192572067,0.334936997,0.334936997,0.334936997,0.127943439,0.027875616,0.317847783,0.366856232,3.037906128
 01/12  15:00:00,1.188359752,0.327072177,0.327072177,0.327072177,0.134677344,0.029342762,0.292642171,0.387513298,3.013751858
 01/12  16:00:00,1.276267665,0.342212803,0.342212803,0.342212803,0.168346701,0.036678457,0.302863616,0.409054088,3.219848936
 01/12  17:00:00,1.546147394,0.347033144,0.347033144,0.347033144,0.282822414,0.061619798,0.353720743,0.483839294,3.769249075
 01/12  18:00:00,2.095233878,0.405586101,0.405586101,0.405586101,0.52524165,0.114436773,0.445069937,0.587787417,4.984527958
 01/12  19:00:00,2.399110853,0.364238787,0.364238787,0.364238787,0.781128612,0.170188022,0.398283704,0.638159727,5.479587279
 01/12  20:00:00,2.352861023,0.352973113,0.352973113,0.352973113,0.828265695,0.180457992,0.315345897,0.658706327,5.394556273
 01/12  21:00:00,2.203477208,0.359831892,0.359831892,0.359831892,0.713789982,0.155516632,0.275874928,0.681351773,5.109506199
 01/12  22:00:00,2.034384194,0.363595706,0.363595706,0.363595706,0.599314185,0.130575291,0.258342283,0.665444728,4.778847799
 01/12  23:00:00,1.717484862,0.369167503,0.369167503,0.369167503,0.451169115,0.098298255,0.205880856,0.575857133,4.15619273
 01/12  24:00:00,1.406017767,0.375329639,0.375329639,0.375329639,0.309757866,0.067488347,0.135920782,0.500409133,3.545582812
 01/13  01:00:00,1.097671358,0.383451436,0.383451436,0.383451436,0.161612796,0.035211311,0.086369242,0.413914574,2.945133589
 01/13  02:00:00,0.980715188,0.395444035,0.395444035,0.395444035,0.094274166,0.020539939,0.072238755,0.381106294,2.735206447
 01/13  03:00:00,0.937550483,0.402025505,0.402025505,0.402025505,0.067338672,0.014671381,0.059715255,0.37668767,2.662039976
 01/13  04:00:00,0.927876225,0.404757824,0.404757824,0.404757824,0.067338672,0.014671381,0.052611026,0.371385321,2.648156097
 01/13  05:00:00,0.925567172,0.40593722,0.40593722,0.40593722,0.067338672,0.014671381,0.063151709,0.357356191,2.645896785
 01/13  06:00:00,0.972717159,0.39883283,0.39883283,0.39883283,0.067338672,0.014671381,0.075981488,0.398780788,2.725987978
 01/13  07:00:00,1.213880236,0.417635062,0.417635062,0.417635062,0.154878975,0.033744183,0.129758031,0.460751986,3.245918597
 01/13  08:00:00,1.502784175,0.388235476,0.388235476,0.388235476,0.316491771,0.068955493,0.207405929,0.489583505,3.749927301
 01/13  09:00:00,1.453415674,0.384653187,0.384653187,0.384653187,0.303024045,0.066021219,0.268690649,0.413914574,3.659025722
 01/13  10:00:00,1.275987265,0.387943838,0.387943838,0.387943838,0.154878975,0.033744183,0.330033496,0.352274774,3.310750207
 01/13  11:00:00,1.264241889,0.385874521,0.385874521,0.385874521,0.127943439,0.027875616,0.34487662,0.360559693,3.28312082
 01/13  12:00:00,1.261217531,0.366496592,0.366496592,0.366496592,0.127943439,0.027875616,0.361119726,0.360670159,3.238316247
 01/13  13:00:00,1.226583482,0.347211902,0.347211902,0.347211902,0.127943439,0.027875616,0.351845974,0.354594551,3.130478768
 01/13  14:00:00,1.184454086,0.326819016,0.326819016,0.326819016,0.127943439,0.027875616,0.317847783,0.366856232,3.005434204
 01/13  15:00:00,1.179055723,0.317768148,0.317768148,0.317768148,0.134677344,0.029342762,0.292642171,0.387513298,2.976535742
 01/13  16:00:00,1.261875731,0.327820869,0.327820869,0.327820869,0.168346701,0.036678457,0.302863616,0.409054088,3.1622812
 01/13  17:00:00,1.530776233,0.331661983,0.331661983,0.331661983,0.282822414,0.061619798,0.353720743,0.483839294,3.707764431
 01/13  18:00:00,2.079616606,0.389968829,0.389968829,0.389968829,0.52524165,0.114436773,0.445069937,0.587787417,4.92205887
 01/13  19:00:00,2.381723225,0.346851159,0.346851159,0.346851159,0.781128612,0.170188022,0.398283704,0.638159727,5.410036767
 01/13  20:00:00,2.333913162,0.334025251,0.334025251,0.334025251,0.828265695,0.180457992,0.315345897,0.658706327,5.318764826
 01/13  21:00:00,2.187890938,0.344245622,0.344245622,0.344245622,0.713789982,0.155516632,0.275874928,0.681351773,5.047161119
 01/13  22:00:00,2.018798185,0.348009697,0.348009697,0.348009697,0.599314185,0.130575291,0.258342283,0.665444728,4.716503763
 01/13  23:00:00,1.702634008,0.354316649,0.354316649,0.354316649,0.451169115,0.098298255,0.205880856,0.575857133,4.096789314
 01/13  24:00:00,1.392027011,0.361338882,0.361338882,0.361338882,0.309757866,0.067488347,0.135920782,0.500409133,3.489619785
 01/14  01:00:00,1.086258871,0.365465265,0.365465265,0.365465265,0.161612796,0.035211311,0.092942925,0.413914574,2.886336272
 01/14  02:00:00,0.95925862,0.370040442,0.370040442,0.370040442,0.094274166,0.020539939,0.07618578,0.381106294,2.641486125
 01/14  03:00:00,0.913348926,0.37521271,0.37521271,0.37521271,0.067338672,0.014671381,0.062326493,0.37668767,2.560011272
 01/14  04:00:00,0.899744976,0.375261171,0.375261171,0.375261171,0.067338672,0.014671381,0.053976431,0.371385321,2.532900294
 01/14  05:00:00,0.906803202,0.384502094,0.384502094,0.384502094,0.067338672,0.014671381,0.065822864,0.357356191,2.565498592
 01/14  06:00:00,0.953445004,0.375463983,0.375463983,0.375463983,0.067338672,0.014671381,0.080078181,0.398780788,2.640705975
 01/14  07:00:00,1.176355743,0.369485057,0.369485057,0.369485057,0.154878975,0.033744183,0.140383543,0.460751986,3.074569601
 01/14  08:00:00,1.506711521,0.37100146,0.37100146,0.37100146,0.316491771,0.068955493,0.228567291,0.489583505,3.723313961
 01/14  09:00:00,1.484783178,0.38358339,0.38358339,0.38358339,0.303024045,0.066021219,0.30112795,0.413914574,3.719621136
 01/14  10:00:00,1.32006811,0.386993624,0.386993624,0.386993624,0.154878975,0.033744183,0.375064554,0.352274774,3.397011468
 01/14  11:00:00,1.356528782,0.427245185,0.427245185,0.427245185,0.127943439,0.027875616,0.395792849,0.360559693,3.550435934
 01/14  12:00:00,1.300483945,0.353274246,0.353274246,0.353274246,0.127943439,0.027875616,0.413608485,0.360670159,3.290404382
 01/14  13:00:00,1.248270052,0.321087966,0.321087966,0.321087966,0.127943439,0.027875616,0.39965648,0.354594551,3.121604036
 01/14  14:00:00,1.231617843,0.330394741,0.330394741,0.330394741,0.127943439,0.027875616,0.361435816,0.366856232,3.106913169
 01/14  15:00:00,1.219550998,0.319137851,0.319137851,0.319137851,0.134677344,0.029342762,0.331767743,0.387513298,3.060265698
 01/14  16:00:00,1.289382273,0.318268438,0.318268438,0.318268438,0.168346701,0.036678457,0.339922589,0.409054088,3.198189422
 01/14  17:00:00,1.550331913,0.315299744,0.315299744,0.315299744,0.282822414,0.061619798,0.389638663,0.483839294,3.714151314
 01/14  18:00:00,2.029811276,0.304811569,0.304811569,0.304811569,0.52524165,0.114436773,0.480421868,0.587787417,4.652133691
 01/14  19:00:00,2.408110738,0.338928356,0.338928356,0.338928356,0.781128612,0.170188022,0.43259402,0.638159727,5.446966187
 01/14  20:00:00,2.327470024,0.29333736,0.29333736,0.29333736,0.828265695,0.180457992,0.349590651,0.658706327,5.224502769
 01/14  21:00:00,2.16498238,0.286481694,0.286481694,0.286481694,0.713789982,0.155516632,0.310730298,0.681351773,4.885816147
 01/14  22:00:00,1.992703158,0.286307813,0.286307813,0.286307813,0.599314185,0.130575291,0.29394914,0.665444728,4.540909941
 01/14  23:00:00,1.672420692,0.295810121,0.295810121,0.295810121,0.451169115,0.098298255,0.234174068,0.575857133,3.919349626
 01/14  24:00:00,1.348443218,0.302220245,0.302220245,0.302220245,0.309757866,0.067488347,0.151455627,0.500409133,3.284214926
 01/15  01:00:00,1.022481199,0.301687593,0.301687593,0.301687593,0.161612796,0.035211311,0.092942925,0.413914574,2.631225584
 01/15  02:00:00,0.891185554,0.301967377,0.301967377,0.301967377,0.094274166,0.020539939,0.07618578,0.381106294,2.369193864
 01/15  03:00:00,0.841097875,0.302961658,0.302961658,0.302961658,0.067338672,0.014671381,0.062326493,0.37668767,2.271007065
 01/15  04:00:00,0.827586419,0.303102615,0.303102615,0.303102615,0.067338672,0.014671381,0.053976431,0.371385321,2.244266069
 01/15  05:00:00,0.826133687,0.303832579,0.303832579,0.303832579,0.067338672,0.014671381,0.065822864,0.357356191,2.242820532
 01/15  06:00:00,0.877138255,0.299157234,0.299157234,0.299157234,0.067338672,0.014671381,0.080078181,0.398780788,2.335478979
 01/15  07:00:00,1.097761214,0.290890528,0.290890528,0.290890528,0.154878975,0.033744183,0.140383543,0.460751986,2.760191485
 01/15  08:00:00,1.443073883,0.307363823,0.307363823,0.307363823,0.316491771,0.068955493,0.228567291,0.489583505,3.468763412
 01/15  09:00:00,1.386403092,0.285203303,0.285203303,0.285203303,0.303024045,0.066021219,0.30112795,0.413914574,3.326100789
 01/15  10:00:00,1.218703514,0.285629028,0.285629028,0.285629028,0.154878975,0.033744183,0.375064554,0.352274774,2.991553084
 01/15  11:00:00,1.261128742,0.331845145,0.331845145,0.331845145,0.127943439,0.027875616,0.395792849,0.360559693,3.168835774
 01/15  12:00:00,1.241277695,0.294067996,0.294067996,0.294067996,0.127943439,0.027875616,0.413608485,0.360670159,3.053579382
 01/15  13:00:00,1.21304778,0.285865694,0.285865694,0.285865694,0.127943439,0.027875616,0.39965648,0.354594551,2.980714948
 01/15  14:00:00,1.179126778,0.277903675,0.277903675,0.277903675,0.127943439,0.027875616,0.361435816,0.366856232,2.896948906
 01/15  15:00:00,1.170229093,0.269815946,0.269815946,0.269815946,0.134677344,0.029342762,0.331767743,0.387513298,2.862978078
 01/15  16:00:00,1.235212136,0.264098301,0.264098301,0.264098301,0.168346701,0.036678457,0.339922589,0.409054088,2.981508874
 01/15  17:00:00,1.49513854,0.260106371,0.260106371,0.260106371,0.282822414,0.061619798,0.389638663,0.483839294,3.493377822
 01/15  18:00:00,1.971095831,0.246096123,0.246096123,0.246096123,0.52524165,0.114436773,0.480421868,0.587787417,4.417271908
 01/15  19:00:00,2.344779707,0.275597326,0.275597326,0.275597326,0.781128612,0.170188022,0.43259402,0.638159727,5.193642066
 01/15  20:00:00,2.269411979,0.235279315,0.235279315,0.235279315,0.828265695,0.180457992,0.349590651,0.658706327,4.992270589
 01/15  21:00:00,2.106941074,0.228440388,0.228440388,0.228440388,0.713789982,0.155516632,0.310730298,0.681351773,4.653650923
